sample_size,population_full,methodology,end_date,Approve,Disapprove
700,lv,,9/23/2018,42.0,56.0
1000,a,Online,9/22/2018,39.0,52.0
850,rv,Online,9/22/2018,44.0,52.0
2191,a,Online,9/22/2018,42.5,52.5
1178,lv,Online,9/22/2018,46.4,52.1
1816,rv,Online,9/22/2018,45.7,51.6
1000,a,Online,9/21/2018,41.0,49.0
844,rv,Online,9/21/2018,44.0,52.0
1000,a,Online,9/21/2018,41.0,53.0
843,rv,Online,9/21/2018,46.0,50.0
4997,rv,Online,9/21/2018,47.0,53.0
2854,lv,Online,9/21/2018,48.0,52.0
3699,lv,Online,9/21/2018,48.0,52.0
2216,a,Online,9/21/2018,42.8,52.1
1209,lv,Online,9/21/2018,47.1,52.0
1841,rv,Online,9/21/2018,45.9,51.7
1500,lv,IVR/Online,9/20/2018,49.0,50.0
1100,a,Live Phone,9/20/2018,37.0,59.0
991,rv,Live Phone,9/20/2018,36.0,60.0
2184,a,Online,9/20/2018,42.9,52.9
1222,lv,Online,9/20/2018,46.6,52.4
1846,rv,Online,9/20/2018,45.6,52.2
1000,a,Online,9/19/2018,41.0,51.0
833,rv,Online,9/19/2018,44.0,53.0
1500,lv,IVR/Online,9/19/2018,48.0,50.0
1948,rv,Online,9/19/2018,43.0,52.0
900,rv,Live Phone,9/19/2018,44.0,52.0
1003,rv,Live Phone,9/19/2018,44.0,52.0
818,lv,Live Phone,9/19/2018,46.0,52.0
20492,a,Online,9/19/2018,44.0,54.0
17730,rv,Online,9/19/2018,46.0,53.0
2196,a,Online,9/19/2018,42.5,53.4
1263,lv,Online,9/19/2018,46.4,52.5
1873,rv,Online,9/19/2018,45.2,52.6
1000,a,Online,9/18/2018,42.0,50.0
849,rv,Online,9/18/2018,43.0,52.0
997,rv,Online,9/18/2018,46.0,54.0
1500,lv,IVR/Online,9/18/2018,47.0,52.0
1500,a,Online,9/18/2018,41.0,50.0
1189,rv,Online,9/18/2018,44.0,53.0
2217,a,Online,9/18/2018,42.3,53.7
1305,lv,Online,9/18/2018,46.8,52.1
1920,rv,Online,9/18/2018,45.1,52.8
1000,a,Online,9/17/2018,42.0,51.0
847,rv,Online,9/17/2018,45.0,53.0
1500,lv,IVR/Online,9/17/2018,48.0,51.0
1903,rv,Online,9/17/2018,45.2,52.8
2196,a,Online,9/17/2018,41.9,54.2
1297,lv,Online,9/17/2018,47.6,51.7
1000,a,Online,9/16/2018,41.0,51.0
832,rv,Online,9/16/2018,46.0,51.0
1564,rv,Online,9/16/2018,42.0,53.0
1500,lv,IVR/Online,9/16/2018,49.0,50.0
1500,a,Live Phone,9/16/2018,38.0,56.0
1882,rv,Online,9/16/2018,45.1,52.6
2190,a,Online,9/16/2018,42.0,53.7
1261,lv,Online,9/16/2018,46.8,52.4
1000,a,Online,9/15/2018,39.0,51.0
842,rv,Online,9/15/2018,43.0,54.0
1902,rv,Online,9/15/2018,43.8,53.7
2244,a,Online,9/15/2018,40.5,55.0
1253,lv,Online,9/15/2018,45.2,53.8
1000,a,Online,9/14/2018,39.0,53.0
844,rv,Online,9/14/2018,42.0,56.0
5000,rv,Online,9/14/2018,47.0,53.0
2785,lv,Online,9/14/2018,46.0,54.0
3630,lv,Online,9/14/2018,48.0,52.0
1925,rv,Online,9/14/2018,43.6,53.6
2262,a,Online,9/14/2018,40.7,54.8
1273,lv,Online,9/14/2018,44.5,54.6
1000,a,Online,9/13/2018,38.0,52.0
842,rv,Online,9/13/2018,43.0,53.0
2173,a,Online,9/13/2018,43.0,56.0
1925,rv,Online,9/13/2018,44.0,55.0
1500,lv,IVR/Online,9/13/2018,47.0,51.0
1933,rv,Online,9/13/2018,42.9,54.1
2280,a,Online,9/13/2018,40.0,54.9
1281,lv,Online,9/13/2018,44.3,54.7
1000,a,Online,9/12/2018,39.0,51.0
847,rv,Online,9/12/2018,44.0,52.0
1500,lv,IVR/Online,9/12/2018,46.0,52.0
15408,a,Online,9/12/2018,43.0,55.0
13561,rv,Online,9/12/2018,44.0,55.0
1922,rv,Online,9/12/2018,43.1,54.4
2275,a,Online,9/12/2018,40.7,54.2
1260,lv,Online,9/12/2018,43.3,55.9
1000,a,Online,9/11/2018,38.0,54.0
826,rv,Online,9/11/2018,42.0,54.0
1500,lv,IVR/Online,9/11/2018,45.0,53.0
1500,a,Online,9/11/2018,42.0,48.0
1220,rv,Online,9/11/2018,44.0,52.0
1883,rv,Online,9/11/2018,42.5,54.4
2250,a,Online,9/11/2018,40.0,54.1
1225,lv,Online,9/11/2018,42.8,55.9
1000,a,Online,9/10/2018,37.0,55.0
847,rv,Online,9/10/2018,42.0,56.0
1500,lv,IVR/Online,9/10/2018,47.0,51.0
1904,rv,Online,9/10/2018,42.5,54.5
2280,a,Online,9/10/2018,40.2,53.5
1246,lv,Online,9/10/2018,43.0,55.7
1000,a,Online,9/9/2018,39.0,53.0
844,rv,Online,9/9/2018,44.0,54.0
1000,a,Online,9/9/2018,39.0,51.0
835,rv,Online,9/9/2018,44.0,53.0
1038,rv,Live Phone,9/9/2018,38.0,54.0
1003,a,Live Phone,9/9/2018,36.0,58.0
923,rv,Live Phone,9/9/2018,37.0,57.0
1988,rv,Online,9/9/2018,41.0,56.0
1500,lv,IVR/Online,9/9/2018,48.0,51.0
949,a,Live Phone,9/9/2018,39.0,52.0
777,rv,Live Phone,9/9/2018,38.0,54.0
1033,rv,,9/9/2018,39.0,59.0
1500,a,Live Phone,9/9/2018,40.0,54.0
1924,rv,Online,9/9/2018,42.1,55.0
2295,a,Online,9/9/2018,40.3,53.6
1281,lv,Online,9/9/2018,42.8,56.1
8944,a,Online,9/9/2018,44.0,54.0
1939,rv,Online,9/8/2018,41.2,55.3
2274,a,Online,9/8/2018,40.4,53.3
1097,lv,Online,9/8/2018,43.2,55.7
1000,a,Online,9/7/2018,37.0,55.0
835,rv,Online,9/7/2018,43.0,55.0
1902,a,Online,9/7/2018,40.0,53.0
2033,a,Online,9/7/2018,42.0,55.0
1825,rv,Online,9/7/2018,42.0,56.0
3000,rv,Online,9/7/2018,48.0,52.0
1715,lv,Online,9/7/2018,46.0,54.0
2238,lv,Online,9/7/2018,48.0,52.0
1925,rv,Online,9/7/2018,40.8,55.9
2266,a,Online,9/7/2018,39.9,54.0
893,lv,Online,9/7/2018,43.4,55.4
1000,a,Online,9/6/2018,42.0,49.0
866,rv,Online,9/6/2018,44.0,53.0
1500,lv,IVR/Online,9/6/2018,48.0,52.0
2140,rv,Online,9/6/2018,40.6,56.0
2518,a,Online,9/6/2018,39.3,54.9
731,lv,Online,9/6/2018,44.3,54.5
1000,a,Online,9/5/2018,41.0,52.0
845,rv,Online,9/5/2018,42.0,54.0
1500,lv,IVR/Online,9/5/2018,46.0,53.0
9709,a,Online,9/5/2018,43.0,54.0
8481,rv,Online,9/5/2018,45.0,54.0
2041,rv,Online,9/5/2018,40.4,55.8
2402,a,Online,9/5/2018,38.9,54.9
563,lv,Online,9/5/2018,43.9,54.5
1000,rv,Live Phone,9/5/2018,40.0,51.0
1000,a,Online,9/4/2018,40.0,51.0
866,rv,Online,9/4/2018,45.0,50.0
1500,lv,IVR/Online,9/4/2018,44.0,54.0
1500,a,Online,9/4/2018,38.0,53.0
1254,rv,Online,9/4/2018,43.0,54.0
2014,rv,Online,9/4/2018,41.6,54.9
2387,a,Online,9/4/2018,39.7,54.3
392,lv,Online,9/4/2018,44.0,56.0
1000,a,Online,9/3/2018,41.0,51.0
859,rv,Online,9/3/2018,43.0,54.0
1500,lv,IVR/Online,9/3/2018,45.0,53.0
2698,a,Online,9/3/2018,42.0,55.0
2365,rv,Online,9/3/2018,44.0,55.0
2014,rv,Online,9/3/2018,41.5,54.9
2376,a,Online,9/3/2018,39.6,54.9
1000,a,Online,9/2/2018,39.0,53.0
858,rv,Online,9/2/2018,44.0,54.0
2201,a,Online,9/2/2018,42.0,52.0
1500,lv,IVR/Online,9/2/2018,47.0,51.0
1002,a,Live Phone,9/2/2018,39.0,50.0
779,lv,Live Phone,9/2/2018,43.0,50.0
1500,a,Live Phone,9/2/2018,41.0,53.0
1980,rv,Online,9/2/2018,41.7,54.5
2351,a,Online,9/2/2018,39.5,54.9
1000,a,Online,9/1/2018,40.0,52.0
852,rv,Online,9/1/2018,43.0,55.0
1000,rv,Online,9/1/2018,47.0,53.0
1956,rv,Online,9/1/2018,42.4,54.1
2345,a,Online,9/1/2018,39.5,55.0
1000,a,Online,8/31/2018,39.0,50.0
842,rv,Online,8/31/2018,45.0,52.0
1000,rv,IVR/Online,8/31/2018,37.7,53.3
2197,a,Online,8/31/2018,41.0,53.0
1964,rv,Online,8/31/2018,46.0,51.0
5000,rv,Online,8/31/2018,46.0,54.0
1943,rv,Online,8/31/2018,42.9,53.4
2328,a,Online,8/31/2018,40.0,54.2
1000,a,Online,8/30/2018,38.0,54.0
862,rv,Online,8/30/2018,44.0,54.0
1500,lv,IVR/Online,8/30/2018,48.0,50.0
1000,a,Online,8/30/2018,43.0,50.0
829,rv,Online,8/30/2018,44.0,53.0
2433,a,Online,8/30/2018,44.0,54.0
2167,rv,Online,8/30/2018,47.0,52.0
1719,rv,Online,8/30/2018,41.9,54.5
2068,a,Online,8/30/2018,39.7,54.4
902,a,Live Phone,8/30/2018,36.0,56.0
1500,lv,IVR/Online,8/29/2018,48.0,51.0
1000,a,Online,8/29/2018,39.0,51.0
846,rv,Online,8/29/2018,46.0,52.0
894,rv,IVR/Online,8/29/2018,48.0,52.0
2202,a,Online,8/29/2018,41.0,52.0
1003,a,Live Phone,8/29/2018,36.0,60.0
879,rv,Live Phone,8/29/2018,38.0,60.0
14089,a,Online,8/29/2018,44.0,55.0
12261,rv,Online,8/29/2018,45.0,55.0
2075,rv,Online,8/29/2018,40.6,56.5
2511,a,Online,8/29/2018,38.5,56.2
572,rv,IVR,8/28/2018,41.0,56.0
1500,lv,IVR/Online,8/28/2018,47.0,53.0
1500,a,Online,8/28/2018,41.0,48.0
1249,rv,Online,8/28/2018,43.0,52.0
1000,rv,Live Phone,8/28/2018,39.8,55.8
1201,a,IVR,8/28/2018,37.0,59.0
2774,rv,Online,8/28/2018,39.5,57.2
3380,a,Online,8/28/2018,37.4,56.4
1000,a,Online,8/27/2018,43.0,51.0
866,rv,Online,8/27/2018,46.0,53.0
1000,a,Online,8/27/2018,41.0,52.0
847,rv,Online,8/27/2018,43.0,54.0
1500,lv,IVR/Online,8/27/2018,46.0,53.0
1000,lv,Online,8/27/2018,48.0,50.0
3568,a,Online,8/27/2018,38.1,55.9
2925,rv,Online,8/27/2018,40.4,56.5
2201,a,Online,8/26/2018,43.0,51.0
1500,lv,IVR/Online,8/26/2018,46.0,54.0
1500,a,Live Phone,8/26/2018,41.0,54.0
3591,a,Online,8/26/2018,38.3,55.9
2947,rv,Online,8/26/2018,40.2,56.8
1000,a,Online,8/25/2018,41.0,51.0
852,rv,Online,8/25/2018,44.0,54.0
600,rv,Live Phone,8/25/2018,44.0,52.0
3589,a,Online,8/25/2018,38.7,55.6
2946,rv,Online,8/25/2018,40.3,56.8
407,lv,Online,8/25/2018,48.0,50.0
1564,rv,Online,8/24/2018,41.0,55.0
1000,a,Online,8/24/2018,41.0,50.0
856,rv,Online,8/24/2018,45.0,52.0
4362,a,Online,8/24/2018,44.0,53.0
3843,rv,Online,8/24/2018,45.0,54.0
5003,rv,Online,8/24/2018,47.0,53.0
3583,a,Online,8/24/2018,38.6,55.9
2951,rv,Online,8/24/2018,40.4,56.7
571,lv,Online,8/24/2018,47.9,49.8
1000,a,Online,8/23/2018,39.0,51.0
868,rv,Online,8/23/2018,44.0,53.0
1330,rv,Online,8/23/2018,46.0,54.0
1500,lv,IVR/Online,8/23/2018,46.0,53.0
3587,a,Online,8/23/2018,39.1,55.5
2957,rv,Online,8/23/2018,41.1,56.0
749,lv,Online,8/23/2018,47.1,50.6
1000,a,Online,8/22/2018,38.0,53.0
875,rv,Online,8/22/2018,43.0,55.0
1500,lv,IVR/Online,8/22/2018,46.0,52.0
900,rv,Live Phone,8/22/2018,46.0,51.0
15141,a,Online,8/22/2018,44.0,54.0
13260,rv,Online,8/22/2018,44.0,55.0
3266,a,Online,8/22/2018,40.4,54.3
2695,rv,Online,8/22/2018,42.1,54.8
928,lv,Online,8/22/2018,47.9,50.0
1000,rv,Online,8/21/2018,48.0,52.0
1000,a,Online,8/21/2018,42.0,50.0
877,rv,Online,8/21/2018,45.0,52.0
1500,lv,IVR/Online,8/21/2018,46.0,52.0
1500,a,Online,8/21/2018,41.0,49.0
1247,rv,Online,8/21/2018,44.0,52.0
1009,rv,Live Phone,8/21/2018,45.0,53.0
2248,a,Online,8/21/2018,42.1,54.1
1887,rv,Online,8/21/2018,43.3,54.3
1116,lv,Online,8/21/2018,46.9,51.2
1000,a,Online,8/20/2018,43.0,51.0
880,rv,Online,8/20/2018,44.0,53.0
1100,a,Live Phone,8/20/2018,36.0,59.0
990,rv,Live Phone,8/20/2018,35.0,60.0
1500,lv,IVR/Online,8/20/2018,46.0,53.0
1055,a,Live Phone/Online,8/20/2018,38.0,60.0
2214,a,Online,8/20/2018,42.9,52.5
1859,rv,Online,8/20/2018,44.6,53.0
1207,lv,Online,8/20/2018,48.2,50.2
1000,a,Online,8/19/2018,38.0,53.0
862,rv,Online,8/19/2018,43.0,54.0
1000,a,Online,8/19/2018,41.0,50.0
841,rv,Online,8/19/2018,44.0,54.0
1500,lv,IVR/Online,8/19/2018,48.0,52.0
805,a,Live Phone,8/19/2018,43.0,50.0
725,rv,Live Phone,8/19/2018,43.0,51.0
1500,a,Live Phone,8/19/2018,42.0,52.0
2202,a,Online,8/19/2018,42.6,52.6
1844,rv,Online,8/19/2018,44.7,52.4
1187,lv,Online,8/19/2018,47.5,50.8
1974,rv,Online,8/18/2018,42.0,55.0
2213,a,Online,8/18/2018,42.5,52.8
1863,rv,Online,8/18/2018,45.0,51.9
1025,lv,Online,8/18/2018,47.8,50.5
1000,a,Online,8/17/2018,41.0,51.0
837,rv,Online,8/17/2018,44.0,52.0
2479,a,Online,8/17/2018,43.0,55.0
2194,rv,Online,8/17/2018,44.0,54.0
2226,a,Online,8/17/2018,42.0,53.0
1862,rv,Online,8/17/2018,44.8,52.0
861,lv,Online,8/17/2018,48.0,50.4
1000,a,Online,8/16/2018,37.0,53.0
860,rv,Online,8/16/2018,42.0,54.0
1000,a,Online,8/16/2018,41.0,51.0
861,rv,Online,8/16/2018,43.0,54.0
1500,lv,IVR/Online,8/16/2018,48.0,51.0
2236,a,Online,8/16/2018,42.7,52.2
1879,rv,Online,8/16/2018,45.3,51.7
683,lv,Online,8/16/2018,49.5,49.0
1000,a,Online,8/16/2018,47.8,49.5
1500,lv,IVR/Online,8/15/2018,49.0,50.0
1000,a,Online,8/15/2018,42.0,50.0
845,rv,Online,8/15/2018,45.0,52.0
11023,a,Online,8/15/2018,45.0,52.0
9555,rv,Online,8/15/2018,47.0,52.0
2232,a,Online,8/15/2018,42.1,52.6
1866,rv,Online,8/15/2018,45.1,51.9
504,lv,Online,8/15/2018,49.5,49.1
800,a,,8/15/2018,35.0,46.0
1500,lv,IVR/Online,8/14/2018,49.0,49.0
1500,a,Online,8/14/2018,42.0,49.0
1250,rv,Online,8/14/2018,46.0,50.0
1000,a,Online,8/14/2018,40.0,54.0
827,rv,Online,8/14/2018,43.0,55.0
2235,a,Online,8/14/2018,41.4,53.2
1863,rv,Online,8/14/2018,44.4,52.3
1000,a,Online,8/13/2018,41.0,52.0
851,rv,Online,8/13/2018,45.0,53.0
1175,rv,Live Phone,8/13/2018,41.0,54.0
1500,lv,IVR/Online,8/13/2018,50.0,49.0
1000,a,Online,8/12/2018,41.0,49.0
848,rv,Online,8/12/2018,44.0,53.0
2202,a,Online,8/12/2018,41.0,52.0
1992,rv,Online,8/12/2018,43.0,52.0
1002,a,Live Phone,8/12/2018,42.0,53.0
1500,lv,IVR/Online,8/12/2018,48.0,50.0
1500,a,Live Phone,8/12/2018,39.0,56.0
9558,a,Online,8/12/2018,44.0,53.0
4581,a,,8/12/2018,40.0,59.0
1000,a,Online,8/11/2018,38.0,52.0
848,rv,Online,8/11/2018,44.0,52.0
2096,a,Online,8/10/2018,45.0,53.0
1874,rv,Online,8/10/2018,46.0,52.0
1451,a,Online,8/10/2018,40.4,54.5
1198,rv,Online,8/10/2018,42.1,55.0
1000,a,Online,8/9/2018,40.0,53.0
888,rv,Online,8/9/2018,44.0,54.0
1000,a,Online,8/9/2018,42.0,48.0
857,rv,Online,8/9/2018,42.0,53.0
1500,lv,IVR/Online,8/9/2018,46.0,52.0
1658,a,Online,8/9/2018,41.9,53.5
1379,rv,Online,8/9/2018,44.1,53.2
2716,rv,Online,8/9/2018,45.0,53.0
1000,a,Online,8/8/2018,40.0,53.0
864,rv,Online,8/8/2018,45.0,53.0
1500,lv,IVR/Online,8/8/2018,47.0,51.0
1016,lv,Online,8/8/2018,46.0,51.0
1757,a,Online,8/8/2018,42.9,52.4
1467,rv,Online,8/8/2018,44.4,52.7
17962,a,Online,8/8/2018,44.0,54.0
15937,rv,Online,8/8/2018,45.0,54.0
1000,rv,Online,8/7/2018,47.0,53.0
1500,lv,IVR/Online,8/7/2018,47.0,51.0
1500,a,Online,8/7/2018,40.0,49.0
1289,rv,Online,8/7/2018,44.0,51.0
1774,a,Online,8/7/2018,43.1,51.4
1479,rv,Online,8/7/2018,44.8,52.4
1000,a,Online,8/6/2018,40.0,51.0
860,rv,Online,8/6/2018,45.0,52.0
1500,lv,IVR/Online,8/6/2018,47.0,51.0
1772,a,Online,8/6/2018,42.3,52.4
1489,rv,Online,8/6/2018,44.0,53.3
1994,rv,Online,8/6/2018,43.0,52.0
1000,a,Online,8/5/2018,37.0,53.0
857,rv,Online,8/5/2018,43.0,53.0
1000,a,Online,8/5/2018,39.0,51.0
828,rv,Online,8/5/2018,43.0,54.0
1128,rv,,8/5/2018,39.0,57.0
1500,lv,IVR/Online,8/5/2018,47.0,51.0
1748,a,Online,8/5/2018,42.7,51.8
1478,rv,Online,8/5/2018,43.9,52.9
1500,a,Live Phone,8/5/2018,41.0,54.0
1021,rv,Online,8/4/2018,51.0,49.0
1715,a,Online,8/4/2018,41.7,52.6
1438,rv,Online,8/4/2018,42.9,53.9
1000,a,Online,8/3/2018,40.0,50.0
859,rv,Online,8/3/2018,45.0,53.0
2421,a,Online,8/3/2018,44.0,55.0
2148,rv,Online,8/3/2018,46.0,53.0
1617,a,Online,8/3/2018,40.3,54.4
1351,rv,Online,8/3/2018,42.8,54.5
1000,a,Online,8/2/2018,39.0,51.0
870,rv,Online,8/2/2018,47.0,51.0
1500,lv,IVR/Online,8/2/2018,48.0,50.0
1583,a,Online,8/2/2018,40.0,55.5
1331,rv,Online,8/2/2018,42.2,55.0
939,a,Live Phone,8/2/2018,41.0,53.0
1000,a,Online,8/1/2018,40.0,52.0
866,rv,Online,8/1/2018,44.0,53.0
1500,lv,IVR/Online,8/1/2018,50.0,49.0
1000,a,Online,8/1/2018,42.0,48.0
863,rv,Online,8/1/2018,44.0,53.0
1594,a,Online,8/1/2018,40.3,54.8
1329,rv,Online,8/1/2018,43.2,53.9
14198,a,Online,8/1/2018,44.0,54.0
12538,rv,Online,8/1/2018,46.0,54.0
1000,rv,Live Phone,7/31/2018,43.0,49.0
1500,lv,IVR/Online,7/31/2018,48.0,50.0
1500,a,Online,7/31/2018,39.0,51.0
1222,rv,Online,7/31/2018,43.0,53.0
1901,a,Online,7/31/2018,40.2,55.1
1571,rv,Online,7/31/2018,43.7,53.5
1000,a,Online,7/30/2018,42.0,51.0
889,rv,Online,7/30/2018,45.0,53.0
1500,lv,IVR/Online,7/30/2018,48.0,50.0
1555,rv,Online,7/30/2018,44.4,52.7
1873,a,Online,7/30/2018,41.6,53.6
1993,rv,Online,7/30/2018,43.0,52.0
2200,a,Online,7/30/2018,41.0,53.0
2200,a,Online,7/30/2018,42.0,51.0
1000,a,Online,7/29/2018,41.0,48.0
841,rv,Online,7/29/2018,45.0,52.0
1500,lv,IVR/Online,7/29/2018,47.0,51.0
1560,rv,Online,7/29/2018,44.7,52.0
1876,a,Online,7/29/2018,42.5,52.5
1500,a,Live Phone,7/29/2018,40.0,55.0
1000,a,Online,7/28/2018,38.0,52.0
879,rv,Online,7/28/2018,44.0,53.0
1907,a,Online,7/28/2018,42.1,52.8
1571,rv,Online,7/28/2018,45.2,51.4
1000,a,Online,7/27/2018,41.0,50.0
880,rv,Online,7/27/2018,46.0,51.0
2509,a,Online,7/27/2018,43.0,55.0
2225,rv,Online,7/27/2018,45.0,55.0
1938,a,Online,7/27/2018,42.7,52.5
1596,rv,Online,7/27/2018,45.5,51.2
1000,a,Online,7/26/2018,44.0,50.0
893,rv,Online,7/26/2018,46.0,52.0
1500,lv,IVR/Online,7/26/2018,46.0,52.0
1437,a,Online,7/26/2018,42.1,53.2
1200,rv,Online,7/26/2018,44.6,51.9
1003,rv,Live Phone,7/26/2018,40.0,56.0
1000,a,Online,7/25/2018,40.0,50.0
868,rv,Online,7/25/2018,45.0,51.0
1323,rv,Online,7/25/2018,45.0,55.0
1500,lv,IVR/Online,7/25/2018,46.0,53.0
1430,a,Online,7/25/2018,41.9,53.3
1184,rv,Online,7/25/2018,44.2,52.4
6196,a,Online,7/25/2018,43.0,55.0
5409,rv,Online,7/25/2018,44.0,55.0
1000,a,Online,7/24/2018,39.0,50.0
864,rv,Online,7/24/2018,45.0,52.0
1500,lv,IVR/Online,7/24/2018,46.0,52.0
1500,a,Online,7/24/2018,41.0,50.0
1203,rv,Online,7/24/2018,43.0,54.0
1410,a,Online,7/24/2018,41.9,52.7
1165,rv,Online,7/24/2018,43.6,53.3
1000,a,Online,7/23/2018,40.0,51.0
867,rv,Online,7/23/2018,44.0,53.0
1500,lv,IVR/Online,7/23/2018,46.0,53.0
1560,a,Online,7/23/2018,40.4,53.1
1277,rv,Online,7/23/2018,42.7,53.9
1996,rv,Online,7/23/2018,45.0,51.0
2203,a,Online,7/23/2018,43.0,51.0
2201,a,Online,7/23/2018,42.0,51.0
1177,rv,Live Phone,7/23/2018,38.0,58.0
1000,a,Online,7/22/2018,40.0,50.0
842,rv,Online,7/22/2018,45.0,52.0
1001,rv,Online,7/22/2018,48.0,52.0
1061,a,Live Phone,7/22/2018,39.0,51.0
923,rv,Live Phone,7/22/2018,41.0,51.0
1500,lv,IVR/Online,7/22/2018,46.0,53.0
1543,a,Online,7/22/2018,41.6,52.2
1255,rv,Online,7/22/2018,44.2,52.8
1200,a,Live Phone,7/22/2018,40.0,55.0
1500,a,Live Phone,7/22/2018,42.0,54.0
1000,a,Online,7/21/2018,42.0,50.0
862,rv,Online,7/21/2018,42.0,55.0
2325,a,Online,7/21/2018,41.3,53.0
1892,rv,Online,7/21/2018,43.8,53.0
1000,a,Online,7/20/2018,39.0,54.0
874,rv,Online,7/20/2018,44.0,53.0
52211,a,Online,7/20/2018,45.0,53.0
1100,a,Live Phone,7/20/2018,37.0,57.0
992,rv,Live Phone,7/20/2018,37.0,58.0
3042,a,Online,7/20/2018,40.8,53.1
2478,rv,Online,7/20/2018,43.6,52.9
52211,a,Online,7/20/2018,45.0,53.0
1000,a,Online,7/19/2018,42.0,50.0
890,rv,Online,7/19/2018,43.0,55.0
514,rv,IVR,7/19/2018,43.0,52.0
1500,lv,IVR/Online,7/19/2018,44.0,55.0
1000,a,Online,7/19/2018,38.0,52.0
883,rv,Online,7/19/2018,42.0,55.0
2970,a,Online,7/19/2018,41.1,53.1
2430,rv,Online,7/19/2018,44.2,52.3
1984,rv,Online,7/18/2018,46.0,52.0
1500,lv,IVR/Online,7/18/2018,45.0,54.0
1000,a,Online,7/18/2018,42.0,49.0
883,rv,Online,7/18/2018,44.0,53.0
900,rv,Live Phone,7/18/2018,45.0,52.0
2877,a,Online,7/18/2018,40.7,53.6
2380,rv,Online,7/18/2018,43.2,53.3
10522,a,Online,7/18/2018,44.0,54.0
9314,rv,Online,7/18/2018,45.0,54.0
2100,a,Online,7/17/2018,45.0,52.0
1862,rv,Online,7/17/2018,46.0,53.0
2200,a,Online,7/17/2018,43.0,51.0
1520,a,Online,7/17/2018,39.0,54.0
1500,lv,IVR/Online,7/17/2018,44.0,54.0
1500,a,Online,7/17/2018,39.0,50.0
1272,rv,Online,7/17/2018,44.0,52.0
15995,a,Online,7/17/2018,40.0,53.0
15995,a,Online,7/17/2018,43.0,54.0
12771,rv,Online,7/17/2018,43.0,54.0
2851,a,Online,7/17/2018,40.2,54.0
2357,rv,Online,7/17/2018,42.4,54.0
1000,a,Online,7/16/2018,43.0,49.0
880,rv,Online,7/16/2018,44.0,53.0
1500,lv,IVR/Online,7/16/2018,46.0,53.0
1878,rv,Online,7/16/2018,41.7,54.8
2274,a,Online,7/16/2018,39.5,54.3
1000,a,Online,7/15/2018,42.0,50.0
867,rv,Online,7/15/2018,45.0,52.0
1500,lv,IVR/Online,7/15/2018,45.0,54.0
1283,rv,Online,7/15/2018,40.3,55.9
1536,a,Online,7/15/2018,38.8,55.1
1500,a,Live Phone,7/15/2018,43.0,52.0
5314,a,Online,7/15/2018,46.0,53.0
800,a,,7/15/2018,41.0,45.0
1000,a,Online,7/14/2018,40.0,51.0
862,rv,Online,7/14/2018,46.0,52.0
1991,rv,Online,7/14/2018,44.0,52.0
2200,a,Online,7/14/2018,43.0,51.0
1357,rv,Online,7/14/2018,40.0,56.2
1618,a,Online,7/14/2018,39.0,55.0
1000,a,Online,7/13/2018,43.0,51.0
871,rv,Online,7/13/2018,48.0,51.0
1286,rv,Online,7/13/2018,41.5,55.0
1553,a,Online,7/13/2018,39.7,55.0
1000,a,Online,7/12/2018,38.0,53.0
881,rv,Online,7/12/2018,44.0,53.0
1500,lv,IVR/Online,7/12/2018,46.0,53.0
1507,a,Online,7/12/2018,38.2,56.7
1246,rv,Online,7/12/2018,40.0,56.3
1000,a,Online,7/11/2018,40.0,51.0
865,rv,Online,7/11/2018,44.0,54.0
1500,lv,IVR/Online,7/11/2018,46.0,52.0
1007,rv,Live Phone,7/11/2018,46.0,51.0
1502,a,Online,7/11/2018,38.0,57.4
1256,rv,Online,7/11/2018,40.0,57.1
13972,a,Online,7/11/2018,45.0,53.0
12373,rv,Online,7/11/2018,46.0,53.0
1000,a,Online,7/10/2018,40.0,49.0
865,rv,Online,7/10/2018,44.0,54.0
1500,a,Online,7/10/2018,39.0,49.0
1246,rv,Online,7/10/2018,43.0,52.0
1500,lv,IVR/Online,7/10/2018,47.0,51.0
1999,rv,Online,7/10/2018,46.0,50.0
1549,a,Online,7/10/2018,38.7,57.1
1295,rv,Online,7/10/2018,41.0,56.6
1000,a,Online,7/9/2018,41.0,47.0
873,rv,Online,7/9/2018,46.0,51.0
1000,a,Online,7/9/2018,41.0,50.0
870,rv,Online,7/9/2018,44.0,54.0
1002,rv,Online,7/9/2018,40.0,56.0
1500,lv,IVR/Online,7/9/2018,47.0,51.0
1312,rv,Online,7/9/2018,40.7,57.0
1577,a,Online,7/9/2018,38.7,57.4
1000,a,Online,7/8/2018,41.0,48.0
839,rv,Online,7/8/2018,45.0,50.0
1000,rv,Online,7/8/2018,43.0,56.0
1500,lv,IVR/Online,7/8/2018,47.0,52.0
1353,rv,Online,7/8/2018,40.8,57.2
1606,a,Online,7/8/2018,38.9,57.4
9767,a,Online,7/8/2018,45.0,53.0
1500,a,Live Phone,7/8/2018,41.0,56.0
900,rv,IVR/Online,7/7/2018,43.2,50.3
1351,rv,Online,7/7/2018,42.9,55.2
1601,a,Online,7/7/2018,40.5,55.8
1000,a,Online,7/6/2018,40.0,53.0
877,rv,Online,7/6/2018,46.0,51.0
1000,a,Online,7/6/2018,41.0,51.0
868,rv,Online,7/6/2018,46.0,52.0
1406,rv,Online,7/6/2018,44.4,53.0
